"SampleID"	"obsMND"	"expMND"	"fdr"	"Sex"	"Population"	"Superpopulation"	"macroHap"	"FatherID"	"MotherID"	"deltaMother"	"motherObsMND"	"deltaFather"	"fatherObsMND"	"prop"
"HG01993"	0.104274933473669	0.126864669199314	0.427942539438415	"Women"	"PEL"	"AMR"	"B"	"HG01991"	"HG01992"	0.218688821434904	0.0855632148581573	-0.586674957085196	0.252283125015395	0.821938323189453
"HG01997"	0.120315261091885	0.128781714087411	0.84030281869116	"Women"	"PEL"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	0.934257335713208
"HG01998"	0.128550485614807	0.138309171541213	0.830136782110538	"Men"	"PEL"	"AMR"	"D"	"HG02008"	"HG01997"	0.0684470485970447	0.120315261091885	-0.278775767483168	0.178239276800516	0.929442958715877
"HG02002"	0.22673649490622	0.240089910849552	0.814817011327328	"Men"	"PEL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.944381603141585
"HG02003"	0.201437140441045	0.195935919042139	0.936131424103806	"Women"	"PEL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.02807663559494
"HG02004"	0.181723779854621	0.182781907129635	0.984353102267515	"Women"	"PEL"	"AMR"	"B"	"HG02002"	"HG02003"	-0.0978635843581862	0.201437140441045	-0.198524349025582	0.22673649490622	0.994210984601096
"HG02008"	0.178239276800516	0.181026616848809	0.984353102267515	"Men"	"PEL"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	0.984602595481185
"HG02089"	0.305253580770543	0.333561788355831	0.522721610607582	"Women"	"PEL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.915133541750022
"HG02090"	0.416345622171574	0.407625384555411	0.904541442426065	"Men"	"PEL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.02139277372452
"HG02091"	0.314231889115476	0.328135051863237	0.830136782110538	"Women"	"PEL"	"AMR"	"B"	"HG02090"	"HG02089"	0.0294126225227851	0.305253580770543	-0.245261935320694	0.416345622171574	0.957629754368465
"HG02104"	0.133029025827267	0.142268353636936	0.839047031641111	"Men"	"PEL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.935057041334379
"HG02106"	0	5.60386473429957e-05	0	"Women"	"PEL"	"AMR"	"D"	"HG02104"	"HG02105"	NA	NA	-1	0.133029025827267	0
"HG02146"	0.190031152647975	0.169997194132375	0.562575178230293	"Men"	"PEL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.11784875990365
"HG02148"	0	0.000449521300939073	0	"Women"	"PEL"	"AMR"	"D"	"HG02146"	"HG02147"	NA	NA	-1	0.190031152647975	0
"HG02260"	0.180685358255452	0.168706987050043	0.830136782110538	"Women"	"PEL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.07100103804151
"HG02261"	0.186685127495097	0.200211610882862	0.780016544450053	"Men"	"PEL"	"AMR"	"A"	"HG02259"	"HG02260"	0.0332056194125186	0.180685358255452	NA	NA	0.932439066205409
"HG02273"	0	0	NA	"Women"	"PEL"	"AMR"	"B"	"HG02271"	"HG02272"	NA	NA	NA	NA	NA
"HG02277"	0.282289636330318	0.297662475216821	0.780016544450053	"Men"	"PEL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.948354797240382
"HG02279"	0	0.00187318146811531	0	"Men"	"PEL"	"AMR"	"C"	"HG02277"	"HG02278"	NA	NA	-1	0.282289636330318	0
"HG02285"	0.19038943159339	0.191901886186572	0.984353102267515	"Men"	"PEL"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	0.992118604859821
"HG02286"	0.310611880781321	0.319405597206684	0.893679308778642	"Women"	"PEL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.972468496162035
"HG02287"	0.358044724032353	0.333325654447514	0.562575178230293	"Women"	"PEL"	"AMR"	"B"	"HG02285"	"HG02286"	0.152707755838953	0.310611880781321	0.880591380707627	0.19038943159339	1.07415891712809
"HG02292"	0.122307183989427	0.145756915840789	0.441715248572984	"Women"	"PEL"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.839117535410967
"HG02293"	0.162101128566219	0.174684649465802	0.814817011327328	"Women"	"PEL"	"AMR"	"C"	"HG02291"	"HG02292"	0.325360647500739	0.122307183989427	NA	NA	0.92796435784103
"HG02298"	0.41148558438278	0.404794359864164	0.936131424103806	"Women"	"PEL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01652993515241
"HG02299"	0.133225645167493	0.156220562594178	0.488737623983749	"Men"	"PEL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.852804796981688
"HG02300"	0.462097611630322	0.438367119849909	0.617670386362864	"Men"	"PEL"	"AMR"	"A"	"HG02299"	"HG02298"	0.122998299742282	0.41148558438278	2.46853348729793	0.133225645167493	1.05413383145282
"HG02301"	0.213943084107006	0.193808297022468	0.618111463570245	"Women"	"PEL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.10389022242017
"HG02302"	0.39539680961721	0.368441462060064	0.562575178230293	"Men"	"PEL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.07316046192638
"HG02303"	0.207730915674839	0.194360234193247	0.821309357767603	"Women"	"PEL"	"AMR"	"A"	"HG02302"	"HG02301"	-0.0290365470709041	0.213943084107006	-0.474626727828314	0.39539680961721	1.06879329785278
"NA19649"	0.804682103037374	0.765614944103816	0.0648386057993327	"Men"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.05102716350356
"NA19651"	0.685455061001165	0.71272505006102	0.545752704658371	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.961738416437699
"NA19653"	0.689371714522881	0.72060544536226	0.48324934768895	"Women"	"MXL"	"AMR"	"A"	"NA19652"	"NA19651"	0.00571394646352867	0.685455061001165	1.0435051322443	0.33734767955575	0.956656265865883
"NA19654"	0.467840645214157	0.459707556795326	0.907902711132538	"Women"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01769187453765
"NA19656"	0.435535577424254	0.42162834974989	0.830136782110538	"Women"	"MXL"	"AMR"	"B"	"NA19655"	"NA19654"	-0.0690514347574824	0.467840645214157	0.0941133922061497	0.398071699447941	1.03298456491982
"NA19657"	0.424433296465213	0.435098282215031	0.893679308778642	"Women"	"MXL"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.975488329451627
"NA19658"	0.669416255556041	0.706265779456378	0.332745745800815	"Men"	"MXL"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.94782484870115
"NA19659"	0.457349084546166	0.450614696643052	0.949087102238282	"Women"	"MXL"	"AMR"	"C"	"NA19658"	"NA19657"	0.0775523229564793	0.424433296465213	-0.316794175895422	0.669416255556041	1.0149448918406
"NA19660"	0.586780632102704	0.553379989976712	0.48324934768895	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.06035751695214
"NA19661"	0.498461960461608	0.501673696052361	0.984353102267515	"Men"	"MXL"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	0.993597958960125
"NA19662"	0.597253832206135	0.571175598854976	0.562575178230293	"Women"	"MXL"	"AMR"	"A"	"NA19661"	"NA19660"	0.0178485783791137	0.586780632102704	0.198193402066306	0.498461960461608	1.04565712086342
"NA19663"	0.364494893309347	0.410733027698017	0.0648386057993327	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.887425331613054
"NA19664"	0.539459481686325	0.553724170196518	0.830136782110538	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.974238638517204
"NA19665"	0.343770854814065	0.380580771794507	0.352444478123069	"Women"	"MXL"	"AMR"	"A"	"NA19664"	"NA19663"	-0.056856869261247	0.364494893309347	-0.362749443684901	0.539459481686325	0.90327961970628
"NA19669"	0.680189026556516	0.693598328982775	0.828349791225342	"Women"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.980667049117716
"NA19670"	0.520104593897621	0.525689611031694	0.957187460153707	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.989375827452416
"NA19671"	0.663323504174786	0.677441934326986	0.821309357767603	"Women"	"MXL"	"AMR"	"B"	"NA19670"	"NA19669"	-0.0247953461806233	0.680189026556516	0.275365593685484	0.520104593897621	0.97915920252822
"NA19675"	0.804014104523185	0.787325028969084	0.667116146822919	"Women"	"MXL"	"AMR"	"A"	"NA19679"	"NA19678"	-0.037301111283332	0.835166752498262	9.86549299621952	0.0739970201814984	1.02119718660024
"NA19676"	0.680160915628135	0.695323205484792	0.821309357767603	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.978193896396589
"NA19677"	0.888888888888889	0.889224310724236	0.984353102267515	"Women"	"MXL"	"AMR"	"A"	"NA19676"	"NA19675"	0.105563800296809	0.804014104523185	0.306880281511018	0.680160915628135	0.999622792774216
"NA19678"	0.835166752498262	0.809079159434166	0.472602887283804	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.03224356079366
"NA19680"	0.785322515738138	0.781504317065576	0.957187460153707	"Women"	"MXL"	"AMR"	"A"	"NA19679"	"NA19678"	-0.0596817780533328	0.835166752498262	9.61289378696487	0.0739970201814984	1.004885703878
"NA19681"	0.44004531294251	0.41900821255369	0.660463129044819	"Women"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.05020689274944
"NA19683"	0.430673134328594	0.418448204374667	0.876952458783512	"Women"	"MXL"	"AMR"	"B"	"NA19682"	"NA19681"	-0.0212982125664399	0.44004531294251	-0.0924765243797881	0.474558670820353	1.02921491794234
"NA19684"	0.668844286756598	0.694096046046091	0.562575178230293	"Women"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.963619214612531
"NA19685"	0.602933054333955	0.58867928284072	0.827792680340382	"Men"	"MXL"	"AMR"	"A"	"NA19661"	"NA19660"	0.0275271904823612	0.586780632102704	0.209586893602874	0.498461960461608	1.02421313592769
"NA19686"	0.720800693303439	0.729487207798618	0.904541442426065	"Women"	"MXL"	"AMR"	"B"	"NA19685"	"NA19684"	0.0776808706833568	0.668844286756598	0.195490424885876	0.602933054333955	0.988092300451172
"NA19716"	0.469411002120516	0.468887157504117	0.984353102267515	"Women"	"MXL"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	1.00111720828352
"NA19717"	0.436518518481234	0.440851278844607	0.971053388223993	"Men"	"MXL"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.990171832154535
"NA19718"	0.456373913751448	0.450108820875319	0.941713452284503	"Women"	"MXL"	"AMR"	"D"	"NA19717"	"NA19716"	-0.0277732910182643	0.469411002120516	0.0454858028458819	0.436518518481234	1.01391906264788
"NA19719"	0.550494444324999	0.552720290532333	0.984353102267515	"Women"	"MXL"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	0.995972924740667
"NA19720"	0.386856301304417	0.371800680691144	0.830136782110538	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.04049379518425
"NA19721"	0.648621502723268	0.641223424074758	0.936131424103806	"Women"	"MXL"	"AMR"	"D"	"NA19720"	"NA19719"	0.178252586215633	0.550494444324999	0.676647118157883	0.386856301304417	1.01153744291108
"NA19722"	0.497106325617404	0.500671925324842	0.984353102267515	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.992878370990896
"NA19723"	0.516028893035677	0.512988926100092	0.984353102267515	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00592598939454
"NA19724"	0.526870084387951	0.545775073620808	0.743055434679078	"Men"	"MXL"	"AMR"	"A"	"NA19723"	"NA19722"	0.0598740294313909	0.497106325617404	0.021008884383388	0.516028893035677	0.965361208038622
"NA19726"	0.391780899101045	0.366573108171869	0.562575178230293	"Men"	"MXL"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.06876606703337
"NA19729"	0.185877466251298	0.171927404002498	0.78960012048125	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.08113925950163
"NA19730"	0	0.000124069923800987	0	"Women"	"MXL"	"AMR"	"D"	"NA19729"	"NA19728"	NA	NA	-1	0.185877466251298	0
"NA19733"	0	5.21739130434788e-05	0	"Women"	"MXL"	"AMR"	"B"	"NA19732"	"NA19731"	NA	NA	NA	NA	0
"NA19746"	0.329179646936657	0.340286012411642	0.893679308778642	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.967361674973729
"NA19747"	0.443067401394044	0.464757001793557	0.658804423438159	"Men"	"MXL"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	0.95333131009149
"NA19748"	0.319833852544132	0.303937403790332	0.78960012048125	"Women"	"MXL"	"AMR"	"A"	"NA19747"	"NA19746"	-0.0283911671924335	0.329179646936657	-0.278137250590264	0.443067401394044	1.05230171922099
"NA19749"	0.597869202993691	0.601915961852043	0.94627510391414	"Women"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.99327687066829
"NA19751"	0.611777617541667	0.59730301240485	0.830136782110538	"Men"	"MXL"	"AMR"	"B"	"NA19750"	"NA19749"	0.0232633065532278	0.597869202993691	0.496911280439463	0.40869330436341	1.02423326994207
"NA19755"	0.327310488058152	0.308572907748021	0.70363620867065	"Women"	"MXL"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	1.06072334880881
"NA19756"	0.513163849925812	0.518671167842798	0.94446696768884	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.989381869942971
"NA19757"	0.291123979299423	0.300060667667711	0.892223527957832	"Men"	"MXL"	"AMR"	"D"	"NA19756"	"NA19755"	-0.110557131772386	0.327310488058152	-0.432688059882803	0.513163849925812	0.97021706164373
"NA19758"	0.253439771547248	0.267504311624349	0.821309357767603	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.9474231275313
"NA19759"	0.228503907209828	0.251211943021538	0.562575178230293	"Men"	"MXL"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	0.909606065943436
"NA19760"	0.315680166147455	0.323921551801771	0.929095027218076	"Women"	"MXL"	"AMR"	"A"	"NA19759"	"NA19758"	0.245582586427656	0.253439771547248	0.381508832833988	0.228503907209828	0.974557464273453
"NA19761"	0.470558343245474	0.440941478680605	0.545752704658371	"Women"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.06716733624945
"NA19762"	0.342105544797134	0.341848756449557	0.985210457722732	"Men"	"MXL"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.00075117531578
"NA19763"	0.46877621057868	0.46504307882756	0.957187460153707	"Women"	"MXL"	"AMR"	"B"	"NA19762"	"NA19761"	-0.00378727248676967	0.470558343245474	0.370267795152696	0.342105544797134	1.00802749663651
"NA19770"	0.606766721649882	0.574611539934052	0.522721610607582	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.05595986067304
"NA19771"	0.50014607597015	0.502491169467627	0.984353102267515	"Men"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.995333065255732
"NA19772"	0.600155538161498	0.595045349417981	0.94446696768884	"Men"	"MXL"	"AMR"	"A"	"NA19771"	"NA19770"	-0.0108957582090319	0.606766721649882	0.199960505533021	0.50014607597015	1.00858789796192
"NA19773"	0.647097416941772	0.625257935005091	0.636341342436259	"Women"	"MXL"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.03492875614046
"NA19774"	0.505015083713664	0.54342122528634	0.352444478123069	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.92932528251461
"NA19775"	0.643841220207881	0.618422982063572	0.562575178230293	"Women"	"MXL"	"AMR"	"C"	"NA19774"	"NA19773"	-0.00503200391261146	0.647097416941772	0.274895029814455	0.505015083713664	1.04110170365838
"NA19777"	0.582997975805293	0.607981361994855	0.585550718579813	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.958907644623203
"NA19780"	0.630036562100026	0.611005686392948	0.702809064327799	"Men"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.03114680620965
"NA19782"	0.522037085841393	0.528454562492635	0.941713452284503	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.987856142974768
"NA19783"	0.272933798648491	0.305459930022139	0.352444478123069	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.893517518414642
"NA19784"	0.550370407575202	0.557062503685974	0.94627510391414	"Men"	"MXL"	"AMR"	"A"	"NA19783"	"NA19782"	0.054274538154972	0.522037085841393	1.01649781119274	0.272933798648491	0.987986812850458
"NA19785"	0.307193747608897	0.328305053498734	0.631745596416748	"Women"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.935696067834308
"NA19786"	0.442159916926272	0.466693656805957	0.585550718579813	"Men"	"MXL"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.947430740654173
"NA19787"	0.386292834890965	0.407327358230807	0.667116146822919	"Men"	"MXL"	"AMR"	"B"	"NA19786"	"NA19785"	0.257489248716002	0.307193747608897	-0.126350399248474	0.442159916926272	0.948359659829374
"NA19788"	0.361266730103504	0.355941658009708	0.94627510391414	"Women"	"MXL"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.01496051943898
"NA19789"	0.575097217908235	0.596948312364027	0.666169888858995	"Men"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.963395332555247
"NA19790"	0.334050531130425	0.333574541998319	0.985210457722732	"Women"	"MXL"	"AMR"	"C"	"NA19789"	"NA19788"	-0.0753354701809426	0.361266730103504	-0.419140763112286	0.575097217908235	1.00142693482918
"NA19794"	0.670733219505853	0.66907780232063	0.985210457722732	"Women"	"MXL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00247417741178
"NA19795"	0.454006423644114	0.485846568566065	0.522721610607582	"Men"	"MXL"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.934464608825118
"NA19796"	0.645254577907609	0.668999115413409	0.599741021685913	"Men"	"MXL"	"AMR"	"A"	"NA19795"	"NA19794"	-0.0379862527414625	0.670733219505853	0.42124548090846	0.454006423644114	0.964507370848874
